ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
578,104,12,4,0,340,10,80,20,800,400,20,12,30
590,108,12,4,0,340,10,80,20,800,400,20,12,30
602,112,12,4,0,340,10,80,20,800,400,20,12,30
614,116,12,4,0,340,10,80,20,800,400,20,12,30
626,120,12,4,0,340,10,80,20,800,400,20,12,30
638,124,12,4,0,340,10,80,20,800,400,20,12,30
650,128,12,4,0,340,10,80,20,800,400,20,12,30
662,132,12,4,0,340,10,80,20,800,400,20,12,30
674,136,12,4,0,340,10,80,20,800,400,20,12,30
686,140,12,4,0,340,10,80,20,800,400,20,12,30
698,144,12,4,0,340,10,80,20,800,400,20,12,30
710,148,12,4,0,340,10,80,20,800,400,20,12,30
722,152,12,4,0,340,10,80,20,800,400,20,12,30
734,156,12,4,0,340,10,80,20,800,400,20,12,30
746,160,12,4,0,340,10,80,20,800,400,20,12,30
758,164,12,4,0,340,10,80,20,800,400,20,12,30
770,168,12,4,0,340,10,80,20,800,400,20,12,30
782,172,12,4,0,340,10,80,20,800,400,20,12,30
758,202,-12,2,0,220,10,80,20,800,400,20,12,30
746,204,-12,2,0,240,10,80,20,800,400,20,12,30
734,206,-12,2,0,260,10,80,20,800,400,20,12,30
722,208,-12,2,0,280,10,80,20,800,400,20,12,30
710,210,-12,2,0,300,10,80,20,800,400,20,12,30
698,212,-12,2,0,320,10,80,20,800,400,20,12,30
686,214,-12,2,0,340,10,80,20,800,400,20,12,30
674,216,-12,2,0,340,10,80,20,800,400,20,12,30
662,218,-12,2,0,340,10,80,20,800,400,20,12,30
650,220,-12,2,0,340,10,80,20,800,400,20,12,30
638,222,-12,2,0,340,10,80,20,800,400,20,12,30
626,224,-12,2,0,340,10,80,20,800,400,20,12,30
614,226,-12,2,0,340,10,80,20,800,400,20,12,30
602,228,-12,2,0,340,10,80,20,800,400,20,12,30
590,230,-12,2,0,340,10,80,20,800,400,20,12,30
578,232,-12,2,0,340,10,80,20,800,400,20,12,30
566,234,-12,2,0,340,10,80,20,800,400,20,12,30
554,236,-12,2,0,340,10,80,20,800,400,20,12,30
542,238,-12,2,0,340,10,80,20,800,400,20,12,30
530,240,-12,2,0,340,10,80,20,800,400,20,12,30
518,242,-12,2,0,340,10,80,20,800,400,20,12,30
506,244,-12,2,0,340,10,80,20,800,400,20,12,30
494,246,-12,2,0,340,10,80,20,800,400,20,12,30
482,248,-12,2,0,340,10,80,20,800,400,20,12,30
470,250,-12,2,0,340,10,80,20,800,400,20,12,30
458,252,-12,2,0,340,10,80,20,800,400,20,12,30
446,254,-12,2,0,340,10,80,20,800,400,20,12,30
434,256,-12,2,0,340,10,80,20,800,400,20,12,30
422,258,-12,2,0,340,10,80,20,800,400,20,12,30
410,260,-12,2,0,340,10,80,20,800,400,20,12,30
398,262,-12,2,0,340,10,80,20,800,400,20,12,30
386,264,-12,2,0,340,10,80,20,800,400,20,12,30
374,266,-12,2,0,340,10,80,20,800,400,20,12,30
362,268,-12,2,0,340,10,80,20,800,400,20,12,30
350,270,-12,2,0,340,10,80,20,800,400,20,12,30
338,272,-12,2,0,340,10,80,20,800,400,20,12,30
326,274,-12,2,0,340,10,80,20,800,400,20,12,30
314,276,-12,2,0,340,10,80,20,800,400,20,12,30
302,278,-12,2,0,340,10,80,20,800,400,20,12,30
290,280,-12,2,0,340,10,80,20,800,400,20,12,30
278,282,-12,2,0,340,10,80,20,800,400,20,12,30
266,284,-12,2,0,340,10,80,20,800,400,20,12,30
254,286,-12,2,0,340,10,80,20,800,400,20,12,30
242,288,-12,2,0,340,10,80,20,800,400,20,12,30
230,290,-12,2,0,340,10,80,20,800,400,20,12,30
218,292,-12,2,0,340,10,80,20,800,400,20,12,30
206,294,-12,2,0,340,10,80,20,800,400,20,12,30
194,296,-12,2,0,340,10,80,20,800,400,20,12,30
182,298,-12,2,0,340,10,80,20,800,400,20,12,30
170,300,-12,2,0,340,10,80,20,800,400,20,12,30
158,302,-12,2,0,340,10,80,20,800,400,20,12,30
146,304,-12,2,0,340,10,80,20,800,400,20,12,30
134,306,-12,2,0,340,10,80,20,800,400,20,12,30
122,308,-12,2,0,340,10,80,20,800,400,20,12,30
110,310,-12,2,0,340,10,80,20,800,400,20,12,30
98,312,-12,2,0,340,10,80,20,800,400,20,12,30
86,314,-12,2,0,340,10,80,20,800,400,20,12,30
74,316,-12,2,0,340,10,80,20,800,400,20,12,30
62,318,-12,2,0,340,10,80,20,800,400,20,12,30
50,320,-12,2,0,340,10,80,20,800,400,20,12,30
38,322,-12,2,0,340,10,80,20,800,400,20,12,30
50,324,12,2,0,340,10,80,20,800,400,20,12,30
62,326,12,2,0,340,10,80,20,800,400,20,12,30
74,328,12,2,0,340,10,80,20,800,400,20,12,30
86,330,12,2,0,340,10,80,20,800,400,20,12,30
98,332,12,2,0,340,10,80,20,800,400,20,12,30
110,334,12,2,0,340,10,80,20,800,400,20,12,30
122,336,12,2,0,340,10,80,20,800,400,20,12,30
134,338,12,2,0,340,10,80,20,800,400,20,12,30
146,340,12,2,0,340,10,80,20,800,400,20,12,30
158,342,12,2,0,340,10,80,20,800,400,20,12,30
170,344,12,2,0,340,10,80,20,800,400,20,12,30
182,346,12,2,0,340,10,80,20,800,400,20,12,30
194,348,12,2,0,340,10,80,20,800,400,20,12,30
206,350,12,2,0,340,10,80,20,800,400,20,12,30
218,352,12,2,0,340,10,80,20,800,400,20,12,30
230,354,12,2,0,340,10,80,20,800,400,20,12,30
242,356,12,2,0,340,10,80,20,800,400,20,12,30
254,358,12,2,0,340,10,80,20,800,400,20,12,30
266,360,12,2,0,340,10,80,20,800,400,20,12,30
278,362,12,2,0,340,10,80,20,800,400,20,12,30
290,364,12,2,0,340,10,80,20,800,400,20,12,30
302,366,12,2,0,340,10,80,20,800,400,20,12,30
314,368,12,2,0,340,10,80,20,800,400,20,12,30
326,370,12,2,0,340,10,80,20,800,400,20,12,30
338,368,12,-2,0,340,10,80,20,800,400,20,12,30
350,366,12,-2,0,340,10,80,20,800,400,20,12,30
362,364,12,-2,0,340,10,80,20,800,400,20,12,30
374,362,12,-2,0,340,10,80,20,800,400,20,12,30
386,360,12,-2,0,340,10,80,20,800,400,20,12,30
398,358,12,-2,0,340,10,80,20,800,400,20,12,30
410,356,12,-2,0,340,10,80,20,800,400,20,12,30
422,354,12,-2,0,340,10,80,20,800,400,20,12,30
434,352,12,-2,0,340,10,80,20,800,400,20,12,30
446,350,12,-2,0,340,10,80,20,800,400,20,12,30
458,348,12,-2,0,340,10,80,20,800,400,20,12,30
470,346,12,-2,0,340,10,80,20,800,400,20,12,30
482,344,12,-2,0,340,10,80,20,800,400,20,12,30
494,342,12,-2,0,340,10,80,20,800,400,20,12,30
506,340,12,-2,0,340,10,80,20,800,400,20,12,30
518,338,12,-2,0,340,10,80,20,800,400,20,12,30
530,336,12,-2,0,340,10,80,20,800,400,20,12,30
542,334,12,-2,0,340,10,80,20,800,400,20,12,30
554,332,12,-2,0,340,10,80,20,800,400,20,12,30
566,330,12,-2,0,340,10,80,20,800,400,20,12,30
578,328,12,-2,0,340,10,80,20,800,400,20,12,30
590,326,12,-2,0,340,10,80,20,800,400,20,12,30
602,324,12,-2,0,340,10,80,20,800,400,20,12,30
614,322,12,-2,0,340,10,80,20,800,400,20,12,30
626,320,12,-2,0,340,10,80,20,800,400,20,12,30
638,318,12,-2,0,340,10,80,20,800,400,20,12,30
650,316,12,-2,0,340,10,80,20,800,400,20,12,30
662,314,12,-2,0,340,10,80,20,800,400,20,12,30
674,312,12,-2,0,340,10,80,20,800,400,20,12,30
686,310,12,-2,0,340,10,80,20,800,400,20,12,30
698,308,12,-2,0,340,10,80,20,800,400,20,12,30
710,306,12,-2,0,340,10,80,20,800,400,20,12,30
722,304,12,-2,0,340,10,80,20,800,400,20,12,30
734,302,12,-2,0,340,10,80,20,800,400,20,12,30
746,300,12,-2,0,340,10,80,20,800,400,20,12,30
758,298,12,-2,0,340,10,80,20,800,400,20,12,30
770,296,12,-2,0,340,10,80,20,800,400,20,12,30
782,294,12,-2,0,340,10,80,20,800,400,20,12,30
758,203,-12,3,0,220,10,80,20,800,400,20,12,30
746,206,-12,3,0,240,10,80,20,800,400,20,12,30
734,209,-12,3,0,260,10,80,20,800,400,20,12,30
722,212,-12,3,0,280,10,80,20,800,400,20,12,30
710,215,-12,3,0,300,10,80,20,800,400,20,12,30
698,218,-12,3,0,320,10,80,20,800,400,20,12,30
686,221,-12,3,0,340,10,80,20,800,400,20,12,30
674,224,-12,3,0,340,10,80,20,800,400,20,12,30
662,227,-12,3,0,340,10,80,20,800,400,20,12,30
650,230,-12,3,0,340,10,80,20,800,400,20,12,30
638,233,-12,3,0,340,10,80,20,800,400,20,12,30
626,236,-12,3,0,340,10,80,20,800,400,20,12,30
614,239,-12,3,0,340,10,80,20,800,400,20,12,30
602,242,-12,3,0,340,10,80,20,800,400,20,12,30
590,245,-12,3,0,340,10,80,20,800,400,20,12,30
578,248,-12,3,0,340,10,80,20,800,400,20,12,30
566,251,-12,3,0,340,10,80,20,800,400,20,12,30
554,254,-12,3,0,340,10,80,20,800,400,20,12,30
542,257,-12,3,0,340,10,80,20,800,400,20,12,30
530,260,-12,3,0,340,10,80,20,800,400,20,12,30
518,263,-12,3,0,340,10,80,20,800,400,20,12,30
506,266,-12,3,0,340,10,80,20,800,400,20,12,30
494,269,-12,3,0,340,10,80,20,800,400,20,12,30
482,272,-12,3,0,340,10,80,20,800,400,20,12,30
470,275,-12,3,0,340,10,80,20,800,400,20,12,30
458,278,-12,3,0,340,10,80,20,800,400,20,12,30
446,281,-12,3,0,340,10,80,20,800,400,20,12,30
434,284,-12,3,0,340,10,80,20,800,400,20,12,30
422,287,-12,3,0,340,10,80,20,800,400,20,12,30
410,290,-12,3,0,340,10,80,20,800,400,20,12,30
398,293,-12,3,0,340,10,80,20,800,400,20,12,30
386,296,-12,3,0,340,10,80,20,800,400,20,12,30
374,299,-12,3,0,340,10,80,20,800,400,20,12,30
362,302,-12,3,0,340,10,80,20,800,400,20,12,30
350,305,-12,3,0,340,10,80,20,800,400,20,12,30
338,308,-12,3,0,340,10,80,20,800,400,20,12,30
326,311,-12,3,0,340,10,80,20,800,400,20,12,30
314,314,-12,3,0,340,10,80,20,800,400,20,12,30
302,317,-12,3,0,340,10,80,20,800,400,20,12,30
290,320,-12,3,0,340,10,80,20,800,400,20,12,30
278,323,-12,3,0,340,10,80,20,800,400,20,12,30
266,326,-12,3,0,340,10,80,20,800,400,20,12,30
254,329,-12,3,0,340,10,80,20,800,400,20,12,30
242,332,-12,3,0,340,10,80,20,800,400,20,12,30
230,335,-12,3,0,340,10,80,20,800,400,20,12,30
218,338,-12,3,0,340,10,80,20,800,400,20,12,30
206,341,-12,3,0,340,10,80,20,800,400,20,12,30
194,344,-12,3,0,340,10,80,20,800,400,20,12,30
182,347,-12,3,0,340,10,80,20,800,400,20,12,30
170,350,-12,3,0,340,10,80,20,800,400,20,12,30
158,353,-12,3,0,340,10,80,20,800,400,20,12,30
146,356,-12,3,0,340,10,80,20,800,400,20,12,30
134,359,-12,3,0,340,10,80,20,800,400,20,12,30
122,362,-12,3,0,340,10,80,20,800,400,20,12,30
110,365,-12,3,0,340,10,80,20,800,400,20,12,30
98,368,-12,3,0,340,10,80,20,800,400,20,12,30
86,365,-12,-3,0,340,10,80,20,800,400,20,12,30
74,362,-12,-3,0,340,10,80,20,800,400,20,12,30
62,359,-12,-3,0,340,10,80,20,800,400,20,12,30
50,356,-12,-3,0,340,10,80,20,800,400,20,12,30
38,353,-12,-3,0,340,10,80,20,800,400,20,12,30
50,350,12,-3,0,340,10,80,20,800,400,20,12,30
62,347,12,-3,0,340,10,80,20,800,400,20,12,30
74,344,12,-3,0,340,10,80,20,800,400,20,12,30
86,341,12,-3,0,340,10,80,20,800,400,20,12,30
98,338,12,-3,0,340,10,80,20,800,400,20,12,30
110,335,12,-3,0,340,10,80,20,800,400,20,12,30
122,332,12,-3,0,340,10,80,20,800,400,20,12,30
134,329,12,-3,0,340,10,80,20,800,400,20,12,30
146,326,12,-3,0,340,10,80,20,800,400,20,12,30
158,323,12,-3,0,340,10,80,20,800,400,20,12,30
170,320,12,-3,0,340,10,80,20,800,400,20,12,30
182,317,12,-3,0,340,10,80,20,800,400,20,12,30
194,314,12,-3,0,340,10,80,20,800,400,20,12,30
206,311,12,-3,0,340,10,80,20,800,400,20,12,30
218,308,12,-3,0,340,10,80,20,800,400,20,12,30
230,305,12,-3,0,340,10,80,20,800,400,20,12,30
242,302,12,-3,0,340,10,80,20,800,400,20,12,30
254,299,12,-3,0,340,10,80,20,800,400,20,12,30
266,296,12,-3,0,340,10,80,20,800,400,20,12,30
278,293,12,-3,0,340,10,80,20,800,400,20,12,30
290,290,12,-3,0,340,10,80,20,800,400,20,12,30
302,287,12,-3,0,340,10,80,20,800,400,20,12,30
314,284,12,-3,0,340,10,80,20,800,400,20,12,30
326,281,12,-3,0,340,10,80,20,800,400,20,12,30
338,278,12,-3,0,340,10,80,20,800,400,20,12,30
350,275,12,-3,0,340,10,80,20,800,400,20,12,30
362,272,12,-3,0,340,10,80,20,800,400,20,12,30
374,269,12,-3,0,340,10,80,20,800,400,20,12,30
386,266,12,-3,0,340,10,80,20,800,400,20,12,30
398,263,12,-3,0,340,10,80,20,800,400,20,12,30
410,260,12,-3,0,340,10,80,20,800,400,20,12,30
422,257,12,-3,0,340,10,80,20,800,400,20,12,30
434,254,12,-3,0,340,10,80,20,800,400,20,12,30
446,251,12,-3,0,340,10,80,20,800,400,20,12,30
458,248,12,-3,0,340,10,80,20,800,400,20,12,30
470,245,12,-3,0,340,10,80,20,800,400,20,12,30
482,242,12,-3,0,340,10,80,20,800,400,20,12,30
494,239,12,-3,0,340,10,80,20,800,400,20,12,30
506,236,12,-3,0,340,10,80,20,800,400,20,12,30
518,233,12,-3,0,340,10,80,20,800,400,20,12,30
530,230,12,-3,0,340,10,80,20,800,400,20,12,30
542,227,12,-3,0,340,10,80,20,800,400,20,12,30
554,224,12,-3,0,340,10,80,20,800,400,20,12,30
566,221,12,-3,0,340,10,80,20,800,400,20,12,30
578,218,12,-3,0,340,10,80,20,800,400,20,12,30
590,215,12,-3,0,340,10,80,20,800,400,20,12,30
602,212,12,-3,0,340,10,80,20,800,400,20,12,30
614,209,12,-3,0,340,10,80,20,800,400,20,12,30
626,206,12,-3,0,340,10,80,20,800,400,20,12,30
638,203,12,-3,0,340,10,80,20,800,400,20,12,30
650,200,12,-3,0,340,10,80,20,800,400,20,12,30
662,197,12,-3,0,340,10,80,20,800,400,20,12,30
674,194,12,-3,0,340,10,80,20,800,400,20,12,30
686,191,12,-3,0,340,10,80,20,800,400,20,12,30
698,188,12,-3,0,340,10,80,20,800,400,20,12,30
710,185,12,-3,0,340,10,80,20,800,400,20,12,30
722,182,12,-3,0,340,10,80,20,800,400,20,12,30
734,179,12,-3,0,340,10,80,20,800,400,20,12,30
746,176,12,-3,0,340,10,80,20,800,400,20,12,30
758,173,12,-3,0,340,10,80,20,800,400,20,12,30
770,170,12,-3,0,340,10,80,20,800,400,20,12,30
782,167,12,-3,0,340,10,80,20,800,400,20,12,30
758,199,-12,-1,0,220,10,80,20,800,400,20,12,30
746,198,-12,-1,0,240,10,80,20,800,400,20,12,30
734,197,-12,-1,0,260,10,80,20,800,400,20,12,30
722,196,-12,-1,0,280,10,80,20,800,400,20,12,30
710,195,-12,-1,0,300,10,80,20,800,400,20,12,30
698,194,-12,-1,0,320,10,80,20,800,400,20,12,30
686,193,-12,-1,0,340,10,80,20,800,400,20,12,30
674,192,-12,-1,0,340,10,80,20,800,400,20,12,30
662,191,-12,-1,0,340,10,80,20,800,400,20,12,30
650,190,-12,-1,0,340,10,80,20,800,400,20,12,30
638,189,-12,-1,0,340,10,80,20,800,400,20,12,30
626,188,-12,-1,0,340,10,80,20,800,400,20,12,30
614,187,-12,-1,0,340,10,80,20,800,400,20,12,30
602,186,-12,-1,0,340,10,80,20,800,400,20,12,30
590,185,-12,-1,0,340,10,80,20,800,400,20,12,30
578,184,-12,-1,0,340,10,80,20,800,400,20,12,30
566,183,-12,-1,0,340,10,80,20,800,400,20,12,30
554,182,-12,-1,0,340,10,80,20,800,400,20,12,30
542,181,-12,-1,0,340,10,80,20,800,400,20,12,30
530,180,-12,-1,0,340,10,80,20,800,400,20,12,30
518,179,-12,-1,0,340,10,80,20,800,400,20,12,30
506,178,-12,-1,0,340,10,80,20,800,400,20,12,30
494,177,-12,-1,0,340,10,80,20,800,400,20,12,30
482,176,-12,-1,0,340,10,80,20,800,400,20,12,30
470,175,-12,-1,0,340,10,80,20,800,400,20,12,30
458,174,-12,-1,0,340,10,80,20,800,400,20,12,30
446,173,-12,-1,0,340,10,80,20,800,400,20,12,30
434,172,-12,-1,0,340,10,80,20,800,400,20,12,30
422,171,-12,-1,0,340,10,80,20,800,400,20,12,30
410,170,-12,-1,0,340,10,80,20,800,400,20,12,30
398,169,-12,-1,0,340,10,80,20,800,400,20,12,30
386,168,-12,-1,0,340,10,80,20,800,400,20,12,30
374,167,-12,-1,0,340,10,80,20,800,400,20,12,30
362,166,-12,-1,0,340,10,80,20,800,400,20,12,30
350,165,-12,-1,0,340,10,80,20,800,400,20,12,30
338,164,-12,-1,0,340,10,80,20,800,400,20,12,30
326,163,-12,-1,0,340,10,80,20,800,400,20,12,30
314,162,-12,-1,0,340,10,80,20,800,400,20,12,30
302,161,-12,-1,0,340,10,80,20,800,400,20,12,30
290,160,-12,-1,0,340,10,80,20,800,400,20,12,30
278,159,-12,-1,0,340,10,80,20,800,400,20,12,30
266,158,-12,-1,0,340,10,80,20,800,400,20,12,30
254,157,-12,-1,0,340,10,80,20,800,400,20,12,30
242,156,-12,-1,0,340,10,80,20,800,400,20,12,30
230,155,-12,-1,0,340,10,80,20,800,400,20,12,30
218,154,-12,-1,0,340,10,80,20,800,400,20,12,30
206,153,-12,-1,0,340,10,80,20,800,400,20,12,30
194,152,-12,-1,0,340,10,80,20,800,400,20,12,30
182,151,-12,-1,0,340,10,80,20,800,400,20,12,30
170,150,-12,-1,0,340,10,80,20,800,400,20,12,30
158,149,-12,-1,0,340,10,80,20,800,400,20,12,30
146,148,-12,-1,0,340,10,80,20,800,400,20,12,30
134,147,-12,-1,0,340,10,80,20,800,400,20,12,30
122,146,-12,-1,0,340,10,80,20,800,400,20,12,30
110,145,-12,-1,0,340,10,80,20,800,400,20,12,30
98,144,-12,-1,0,340,10,80,20,800,400,20,12,30
86,143,-12,-1,0,340,10,80,20,800,400,20,12,30
74,142,-12,-1,0,340,10,80,20,800,400,20,12,30
62,141,-12,-1,0,340,10,80,20,800,400,20,12,30
50,140,-12,-1,0,340,10,80,20,800,400,20,12,30
38,139,-12,-1,0,340,10,80,20,800,400,20,12,30
50,138,12,-1,0,340,10,80,20,800,400,20,12,30
62,137,12,-1,0,340,10,80,20,800,400,20,12,30
74,136,12,-1,0,340,10,80,20,800,400,20,12,30
86,135,12,-1,0,340,10,80,20,800,400,20,12,30
98,134,12,-1,0,340,10,80,20,800,400,20,12,30
110,133,12,-1,0,340,10,80,20,800,400,20,12,30
122,132,12,-1,0,340,10,80,20,800,400,20,12,30
134,131,12,-1,0,340,10,80,20,800,400,20,12,30
146,130,12,-1,0,340,10,80,20,800,400,20,12,30
158,129,12,-1,0,340,10,80,20,800,400,20,12,30
170,128,12,-1,0,340,10,80,20,800,400,20,12,30
182,127,12,-1,0,340,10,80,20,800,400,20,12,30
194,126,12,-1,0,340,10,80,20,800,400,20,12,30
206,125,12,-1,0,340,10,80,20,800,400,20,12,30
218,124,12,-1,0,340,10,80,20,800,400,20,12,30
230,123,12,-1,0,340,10,80,20,800,400,20,12,30
242,122,12,-1,0,340,10,80,20,800,400,20,12,30
254,121,12,-1,0,340,10,80,20,800,400,20,12,30
266,120,12,-1,0,340,10,80,20,800,400,20,12,30
278,119,12,-1,0,340,10,80,20,800,400,20,12,30
290,118,12,-1,0,340,10,80,20,800,400,20,12,30
302,117,12,-1,0,340,10,80,20,800,400,20,12,30
314,116,12,-1,0,340,10,80,20,800,400,20,12,30
326,115,12,-1,0,340,10,80,20,800,400,20,12,30
338,114,12,-1,0,340,10,80,20,800,400,20,12,30
350,113,12,-1,0,340,10,80,20,800,400,20,12,30
362,112,12,-1,0,340,10,80,20,800,400,20,12,30
374,111,12,-1,0,340,10,80,20,800,400,20,12,30
386,110,12,-1,0,340,10,80,20,800,400,20,12,30
398,109,12,-1,0,340,10,80,20,800,400,20,12,30
410,108,12,-1,0,340,10,80,20,800,400,20,12,30
422,107,12,-1,0,340,10,80,20,800,400,20,12,30
434,106,12,-1,0,340,10,80,20,800,400,20,12,30
446,105,12,-1,0,340,10,80,20,800,400,20,12,30
458,104,12,-1,0,340,10,80,20,800,400,20,12,30
470,103,12,-1,0,340,10,80,20,800,400,20,12,30
482,102,12,-1,0,340,10,80,20,800,400,20,12,30
494,101,12,-1,0,340,10,80,20,800,400,20,12,30
506,100,12,-1,0,340,10,80,20,800,400,20,12,30
518,99,12,-1,0,340,10,80,20,800,400,20,12,30
530,98,12,-1,0,340,10,80,20,800,400,20,12,30
542,97,12,-1,0,340,10,80,20,800,400,20,12,30
554,96,12,-1,0,340,10,80,20,800,400,20,12,30
566,95,12,-1,0,340,10,80,20,800,400,20,12,30
578,94,12,-1,0,340,10,80,20,800,400,20,12,30
590,93,12,-1,0,340,10,80,20,800,400,20,12,30
602,92,12,-1,0,340,10,80,20,800,400,20,12,30
614,91,12,-1,0,340,10,80,20,800,400,20,12,30
626,90,12,-1,0,340,10,80,20,800,400,20,12,30
638,89,12,-1,0,340,10,80,20,800,400,20,12,30
650,88,12,-1,0,340,10,80,20,800,400,20,12,30
662,87,12,-1,0,340,10,80,20,800,400,20,12,30
674,86,12,-1,0,340,10,80,20,800,400,20,12,30
686,85,12,-1,0,340,10,80,20,800,400,20,12,30
698,84,12,-1,0,340,10,80,20,800,400,20,12,30
710,83,12,-1,0,340,10,80,20,800,400,20,12,30
722,82,12,-1,0,340,10,80,20,800,400,20,12,30
734,81,12,-1,0,340,10,80,20,800,400,20,12,30
746,80,12,-1,0,340,10,80,20,800,400,20,12,30
758,79,12,-1,0,340,10,80,20,800,400,20,12,30
770,78,12,-1,0,340,10,80,20,800,400,20,12,30
782,77,12,-1,0,340,10,80,20,800,400,20,12,30
758,208,-12,8,0,220,10,80,20,800,400,20,12,30
746,216,-12,8,0,240,10,80,20,800,400,20,12,30
734,224,-12,8,0,260,10,80,20,800,400,20,12,30
722,232,-12,8,0,280,10,80,20,800,400,20,12,30
710,240,-12,8,0,300,10,80,20,800,400,20,12,30
698,248,-12,8,0,320,10,80,20,800,400,20,12,30
686,256,-12,8,0,340,10,80,20,800,400,20,12,30
674,264,-12,8,0,340,10,80,20,800,400,20,12,30
662,272,-12,8,0,340,10,80,20,800,400,20,12,30
650,280,-12,8,0,340,10,80,20,800,400,20,12,30
638,288,-12,8,0,340,10,80,20,800,400,20,12,30
626,296,-12,8,0,340,10,80,20,800,400,20,12,30
614,304,-12,8,0,340,10,80,20,800,400,20,12,30
602,312,-12,8,0,340,10,80,20,800,400,20,12,30
590,320,-12,8,0,340,10,80,20,800,400,20,12,30
578,328,-12,8,0,340,10,80,20,800,400,20,12,30
566,336,-12,8,0,340,10,80,20,800,400,20,12,30
554,344,-12,8,0,340,10,80,20,800,400,20,12,30
542,352,-12,8,0,340,10,80,20,800,400,20,12,30
530,360,-12,8,0,340,10,80,20,800,400,20,12,30
518,368,-12,8,0,340,10,80,20,800,400,20,12,30
506,360,-12,-8,0,340,10,80,20,800,400,20,12,30
494,352,-12,-8,0,340,10,80,20,800,400,20,12,30
482,344,-12,-8,0,340,10,80,20,800,400,20,12,30
470,336,-12,-8,0,340,10,80,20,800,400,20,12,30
458,328,-12,-8,0,340,10,80,20,800,400,20,12,30
446,320,-12,-8,0,340,10,80,20,800,400,20,12,30
434,312,-12,-8,0,340,10,80,20,800,400,20,12,30
422,304,-12,-8,0,340,10,80,20,800,400,20,12,30
410,296,-12,-8,0,340,10,80,20,800,400,20,12,30
398,288,-12,-8,0,340,10,80,20,800,400,20,12,30
386,280,-12,-8,0,340,10,80,20,800,400,20,12,30
374,272,-12,-8,0,340,10,80,20,800,400,20,12,30
362,264,-12,-8,0,340,10,80,20,800,400,20,12,30
350,256,-12,-8,0,340,10,80,20,800,400,20,12,30
338,248,-12,-8,0,340,10,80,20,800,400,20,12,30
326,240,-12,-8,0,340,10,80,20,800,400,20,12,30
314,232,-12,-8,0,340,10,80,20,800,400,20,12,30
302,224,-12,-8,0,340,10,80,20,800,400,20,12,30
290,216,-12,-8,0,340,10,80,20,800,400,20,12,30
278,208,-12,-8,0,340,10,80,20,800,400,20,12,30
266,200,-12,-8,0,340,10,80,20,800,400,20,12,30
254,192,-12,-8,0,340,10,80,20,800,400,20,12,30
242,184,-12,-8,0,340,10,80,20,800,400,20,12,30
230,176,-12,-8,0,340,10,80,20,800,400,20,12,30
218,168,-12,-8,0,340,10,80,20,800,400,20,12,30
206,160,-12,-8,0,340,10,80,20,800,400,20,12,30
194,152,-12,-8,0,340,10,80,20,800,400,20,12,30
182,144,-12,-8,0,340,10,80,20,800,400,20,12,30
170,136,-12,-8,0,340,10,80,20,800,400,20,12,30
158,128,-12,-8,0,340,10,80,20,800,400,20,12,30
146,120,-12,-8,0,340,10,80,20,800,400,20,12,30
134,112,-12,-8,0,340,10,80,20,800,400,20,12,30
122,104,-12,-8,0,340,10,80,20,800,400,20,12,30
110,96,-12,-8,0,340,10,80,20,800,400,20,12,30
98,88,-12,-8,0,340,10,80,20,800,400,20,12,30
86,80,-12,-8,0,340,10,80,20,800,400,20,12,30
74,72,-12,-8,0,340,10,80,20,800,400,20,12,30
62,64,-12,-8,0,340,10,80,20,800,400,20,12,30
50,56,-12,-8,0,340,10,80,20,800,400,20,12,30
38,48,-12,-8,0,340,10,80,20,800,400,20,12,30
50,40,12,-8,0,340,10,80,20,800,400,20,12,30
62,32,12,-8,0,340,10,80,20,800,400,20,12,30
74,40,12,8,0,340,10,80,20,800,400,20,12,30
86,48,12,8,0,340,10,80,20,800,400,20,12,30
98,56,12,8,0,340,10,80,20,800,400,20,12,30
110,64,12,8,0,340,10,80,20,800,400,20,12,30
122,72,12,8,0,340,10,80,20,800,400,20,12,30
134,80,12,8,0,340,10,80,20,800,400,20,12,30
146,88,12,8,0,340,10,80,20,800,400,20,12,30
158,96,12,8,0,340,10,80,20,800,400,20,12,30
170,104,12,8,0,340,10,80,20,800,400,20,12,30
182,112,12,8,0,340,10,80,20,800,400,20,12,30
194,120,12,8,0,340,10,80,20,800,400,20,12,30
206,128,12,8,0,340,10,80,20,800,400,20,12,30
218,136,12,8,0,340,10,80,20,800,400,20,12,30
230,144,12,8,0,340,10,80,20,800,400,20,12,30
242,152,12,8,0,340,10,80,20,800,400,20,12,30
254,160,12,8,0,340,10,80,20,800,400,20,12,30
266,168,12,8,0,340,10,80,20,800,400,20,12,30
278,176,12,8,0,340,10,80,20,800,400,20,12,30
290,184,12,8,0,340,10,80,20,800,400,20,12,30
302,192,12,8,0,340,10,80,20,800,400,20,12,30
314,200,12,8,0,340,10,80,20,800,400,20,12,30
326,208,12,8,0,340,10,80,20,800,400,20,12,30
338,216,12,8,0,340,10,80,20,800,400,20,12,30
350,224,12,8,0,340,10,80,20,800,400,20,12,30
362,232,12,8,0,340,10,80,20,800,400,20,12,30
374,240,12,8,0,340,10,80,20,800,400,20,12,30
386,248,12,8,0,340,10,80,20,800,400,20,12,30
398,256,12,8,0,340,10,80,20,800,400,20,12,30
